img_path,label_id
refined-2/0/Image_w720_h540_fn6214_1747379654240.png,0
refined-2/0/Image_w720_h540_fn5803_1747379652117.png,0
refined-2/0/Image_w720_h540_fn6845_1747379657497.png,0
refined-2/0/Image_w720_h540_fn5127_1747379648625.png,0
refined-2/0/Image_w720_h540_fn6526_1747379655849.png,0
refined-2/0/Image_w720_h540_fn5698_1747379651573.png,0
refined-2/0/Image_w720_h540_fn5642_1747379651284.png,0
refined-2/0/Image_w720_h540_fn6791_1747379657217.png,0
refined-2/0/Image_w720_h540_fn5609_1747379651117.png,0
refined-2/0/Image_w720_h540_fn6648_1747379656478.png,0
refined-2/0/Image_w720_h540_fn7084_1747379658731.png,0
refined-2/0/Image_w720_h540_fn5506_1747379650581.png,0
refined-2/0/Image_w720_h540_fn5055_1747379648253.png,0
refined-2/0/Image_w720_h540_fn5704_1747379651605.png,0
refined-2/0/Image_w720_h540_fn5525_1747379650682.png,0
refined-2/0/Image_w720_h540_fn5462_1747379650355.png,0
refined-2/0/Image_w720_h540_fn6441_1747379655414.png,0
refined-2/0/Image_w720_h540_fn6545_1747379655950.png,0
refined-2/0/Image_w720_h540_fn5577_1747379650950.png,0
refined-2/0/Image_w720_h540_fn6713_1747379656816.png,0
refined-2/0/Image_w720_h540_fn6039_1747379653335.png,0
refined-2/0/Image_w720_h540_fn6380_1747379655098.png,0
refined-2/0/Image_w720_h540_fn6367_1747379655032.png,0
refined-2/0/Image_w720_h540_fn5796_1747379652084.png,0
refined-2/0/Image_w720_h540_fn5771_1747379651950.png,0
refined-2/0/Image_w720_h540_fn6819_1747379657361.png,0
refined-2/0/Image_w720_h540_fn5689_1747379651529.png,0
refined-2/0/Image_w720_h540_fn5155_1747379648772.png,0
refined-2/0/Image_w720_h540_fn6778_1747379657151.png,0
refined-2/0/Image_w720_h540_fn6887_1747379657715.png,0
refined-2/0/Image_w720_h540_fn6091_1747379653603.png,0
refined-2/0/Image_w720_h540_fn6189_1747379654108.png,0
refined-2/0/Image_w720_h540_fn6052_1747379653402.png,0
refined-2/0/Image_w720_h540_fn5816_1747379652184.png,0
refined-2/0/Image_w720_h540_fn6078_1747379653536.png,0
refined-2/0/Image_w720_h540_fn5343_1747379649744.png,0
refined-2/0/Image_w720_h540_fn5120_1747379648591.png,0
refined-2/0/Image_w720_h540_fn5551_1747379650816.png,0
refined-2/0/Image_w720_h540_fn5330_1747379649677.png,0
refined-2/0/Image_w720_h540_fn6506_1747379655749.png,0
refined-2/0/Image_w720_h540_fn5312_1747379649579.png,0
refined-2/0/Image_w720_h540_fn7025_1747379658429.png,0
refined-2/0/Image_w720_h540_fn6328_1747379654830.png,0
refined-2/0/Image_w720_h540_fn5278_1747379649409.png,0
refined-2/0/Image_w720_h540_fn6309_1747379654730.png,0
refined-2/0/Image_w720_h540_fn5036_1747379648154.png,0
refined-2/0/Image_w720_h540_fn5968_1747379652967.png,0
refined-2/0/Image_w720_h540_fn5108_1747379648526.png,0
refined-2/0/Image_w720_h540_fn5304_1747379649543.png,0
refined-2/0/Image_w720_h540_fn6726_1747379656883.png,0
refined-2/0/Image_w720_h540_fn5920_1747379652724.png,0
refined-2/0/Image_w720_h540_fn6289_1747379654629.png,0
refined-2/0/Image_w720_h540_fn7071_1747379658664.png,0
refined-2/0/Image_w720_h540_fn5324_1747379649643.png,0
refined-2/0/Image_w720_h540_fn6680_1747379656649.png,0
refined-2/0/Image_w720_h540_fn6929_1747379657929.png,0
refined-2/0/Image_w720_h540_fn6058_1747379653436.png,0
refined-2/0/Image_w720_h540_fn5259_1747379649309.png,0
refined-2/0/Image_w720_h540_fn5710_1747379651638.png,0
refined-2/0/Image_w720_h540_fn6607_1747379656267.png,0
refined-2/0/Image_w720_h540_fn6732_1747379656916.png,0
refined-2/0/Image_w720_h540_fn5855_1747379652385.png,0
refined-2/0/Image_w720_h540_fn5743_1747379651806.png,0
refined-2/0/Image_w720_h540_fn5415_1747379650115.png,0
refined-2/0/Image_w720_h540_fn5663_1747379651395.png,0
refined-2/0/Image_w720_h540_fn6474_1747379655582.png,0
refined-2/0/Image_w720_h540_fn7006_1747379658329.png,0
refined-2/0/Image_w720_h540_fn6133_1747379653823.png,0
